x	y	value
887000	1663000	5
887000	1665000	8
887000	1665500	18
887000	1666000	38
887000	1666500	43
887000	1667500	13
887000	1670000	8
887000	1671500	28
887000	1672000	8
887000	1677000	18
887000	1677500	13
887000	1678500	8
887000	1679000	73
887000	1679500	23
887000	1680000	33
887000	1680500	33
887000	1681000	5
887000	1681500	88
887000	1682000	23
887000	1683000	23
887500	1601500	28
887500	1602000	43
887500	1603000	38
887500	1603500	5
887500	1604000	93
887500	1605000	5
887500	1605500	48
887500	1606000	13
887500	1606500	5
887500	1607000	13
887500	1607500	13
887500	1608000	33
887500	1608500	23
887500	1609000	0
887500	1610000	8
887500	1610500	154
887500	1611000	8
887500	1612500	8
887500	1615000	5
887500	1615500	83
887500	1616500	113
887500	1617000	5
887500	1619500	13
887500	1620000	38
887500	1620500	13
887500	1621000	28
887500	1624500	18
887500	1627000	8
887500	1627500	8
887500	1629500	63
887500	1630000	5
887500	1634000	8
887500	1634500	113
887500	1637000	0
887500	1650500	8
887500	1651000	13
887500	1652000	203
887500	1652500	68
887500	1663500	8
887500	1665000	38
887500	1665500	43
887500	1666000	5
887500	1671500	83
887500	1672000	8
887500	1674000	83
887500	1674500	5
887500	1675000	0
887500	1677500	48
887500	1678500	8
887500	1679000	18
887500	1679500	73
887500	1680500	28
887500	1681500	48
887500	1682000	133
887500	1683000	13
